Description,Is_Response
"""The depo shot was convienent. Loved not having to take a pill everyday. At first things were fine then I slowely started to develop severe depression all the way to suicidal thoughts. And trust me I'm the happiest person alive I was so confused what was happeneing. I only got 2 shots and then I switched to sprintec pill. Within a week of being off the depo I felt like myself again. I would rather take 10000 pills a day then to feel what I felt on the depo.""",not happy
"""I had my son on June 22nd. I received the depo shot at 3 weeks pp (July 13th) to ""hold me over"" until I could get my IUD put in in August. It is now September 11th (almost 12 weeks pp) and I have been bleeding since the day I had my son. I know for a fact this is not after birth. I had the IUD put in on August 27th. Regardless if I had the IUD put in or not, I would NOT be going back for another shot. SO tired of bleeding!!!!!!!!!!!!!!!!""",not happy
"""I'm a 22 year old healthy female and I've been on depo for a little over a year and it has been horrible. I can deal with the weight gain but they told me the bleeding would most likely stop after a year of use or after my body got used to depo but I'm still having non-stop bleeding and have also been having nausea and heart palpitations along with numerous other side effects. Needless to say I will not be receiving another shot. This is ridiculous and also a little scary. I would never wish this on anyone. Maybe it's okay for some people but it's obviously not for everyone.""",not happy
"""Hey ladies I know what u going through I've been on my period since July 16th and here it September 8th. I will not be get my second shot in couple days. If I knew it make u bleed this long I would never got it in the first place""",happy
"""My doctor recommended this shot to me to help with cramps due to having endometriosis. I have received 2 shots and have been on my period for a total of 5 months now!!!!! The shot helped with pain the first 3 months, and now it doesn't help at all. I will not be going back for another shot. It is awful! I've gained weight, I'm moody, and fatigued. And in case you missed it the first time, I've been bleeding for 5 months! Just think of the pads, tampons, laundry, ib profen, chocolate, ice cream, occasional apologies to your boyfriend, and acne you'll get to look forward to... just say no to this joke of a drug!!""",not happy
"""I received my first dose with high expectations only to be let down with daily bleeding and rapid weight gain. I would not recommend this drug to anyone.""",not happy
"""I have been using depo shot for 2 years now...and about 4 months ago I started to bleed and haven't stop since ..!!! Should I be worried?""",happy
"""Sooo, I only had the shot once I first got it on the 2nd day of my period at the end of June. My period continued regularly then the whole month of July I didn't get a period then at the end of August I started bleeding it's now the beginning of September and I'm still bleeding (3weeks) I'm due to go back sept 15 to get the shot but I'm kinda reconsidering.""",not happy
"""The other day I had very heavy bleeding and went to the emergency room and they said it could be because this shot. I was bleeding so bad and heavy that I soaked through two towels. Today I was driving to go pick up food and started bleeding so bad it soaked through my seat, and through a sweatshirt! I would not recommend this birth control to anyone!""",not happy
"""I have been on the depo for 6 1/2 years. I love it! It works. AND No periods. No weight issues. No crazyness. About a week before I am due for my three month shot I will spot but it is no big deal. My doctor has recommended that I switch to a different birth control since I have been on this for so long and there is debate about bone mass being impacted after long term use. I am sad to switch honestly. I will be switching to mirena and am VERY nervous to try something different. I am only 22 so hopefully my body will adapt to mirena alright.""",happy
"""I absolutely love being on the depo shot. I have never had and problems or side effects except one and that is I don't get periods any more at all. I love that and its every 3 months I'm not planning on having any more kids any time soon I have 2 already, both girls 11 & 6 yrs old. I'm 29 yrs old and been on the depo shot 6 yrs. Anyone thinking of getting it. Get it its the best""",happy
"""I was on Depo for twoish years. The first year was great spotted 3 months in and then never had a period at all. And then beginning mid second year everything changed. My mood swings were though the roof I gained 10-15 lbs I felt depressed. It definitely does the job of preventing pregnancy but the side effects were through the roof. I live an active lifestyle work out 2-5x a week and have been doing weight watchers for 1 year my weight is always up and down but I feel like its a cycle. I get motivated for a few weeks lose a few pounds and then get depressed and stop caring. I talked to my doctor and she does believe it is from depo. So I went back on the pill.""",not happy
"""I was on this method of birth control from age 16-20. I loved it! I never noticed a weight gain, no periods at all for this entire time. In retrospect that probably isn't healthy but at the time it didn't bother me in the slightest. I had pretty intense mood swings, but I was also In a very unstable relationship at the time so I'm not going to pin the mood swings entirely on the depo. I recently switched to Trinessa pills and absolutely hate them, I never realized how happy I was with the depo shot until I started something else. I'm slightly concerned with the long term effects of the shot, but I might end up switching back to it. I know it has a rep for making people gain crazy weight, but it didn't have that effect on me.""",happy
"""This had been my third time with depo. I had taken it twice before after my first two babies and had regular periods and no other side effects. So I thought nothing of it when they suggested it after my third born ( I feel like they always urge me to stop reproducing even after my healthy birth) . Four weeks to the day after my third birth I was given depo and have not stopped bleeding since. That's over four months of bleeding now. I didn't go back for the second shot at three months. From yucky dark thick blood to a river there is no stopping it. Along with all the joys of being on your period. I'm moody and depressed. I can't even go back to work :'(""",not happy
"""Experienced abnormal continual bleeding once shot was administered- for 4 months. Convenient contraceptive after all !Also experienced rapid weight gain, bloating and fatigue. Wouldn't recommend to friends.""",not happy
"""This is a horrible horrible drug. I had an pharmacological abortion in November 2014 on the same day I was administered a shot of depot provera and was due another one in February 2015. I was bleeding for the whole 3 months without stopping. Went to GP who send me for a scan to exclude any tissue from termination left in the uterus. Everything was clear. Blood test was good. I refused further depot shots and said I want to have normal periods back. It is August now - 6 months from the date when I was due another shot and I am still bleeding erratically. I do have a bit more bleeding that I think is my period for around 1-2 weeks and then it stops for 1-2 days and then spotting returns. I am furious and extremely worried.""",not happy
"""I got my very first Depo shot in May and got my period on schedule in June, except it lasted for 2 weeks. Two weeks after it ended I got my period again (July 5th) and have been on it for the past 7 weeks, going on 8. I'm waiting for it to bleed out but it recently got heavier. I've called around to different offices and they've said the same thing: that I should just get another shot, and that irregular bleeding is normal for the first 6 months. I was having debilitating cramps in June, which I'm pretty sure is linked to the shot because I've never felt that pain before. Other than that, I haven't had cramps at all. I did notice that I am extremely angry on this birth control, and I started breaking out on my cheeks.""",not happy
"""The depo is different for everyone which I have found out. The only reason I got the depo is because it was highly recommended by people who have not experienced periods while on it, did not get a period in the first month but the second month was bleeding for a full 2 months and that's been my routine ever since will not be getting the 6th shot, I have spoke to a nurse and both doctor about this and it is considered normal as you need at least 3 in your system to get used to them but I am on the 6th and no change, would not recommend""",not happy
"""One thing for sure. It definitely prevents pregnancy because you can't have sex due to the fact you're constantly bleeding. I got my second shot on July 10th and I have been bleeding ever since with occasional clots and it's almost the end of August. It's very frustrating and annoying. I definitely will not be getting the third shot! And the medical facilities that provide the shot have no clue. #neveragain""",not happy
"""I was on the depo shot for about a year. I loved it. I had no periods at all for the year. I decided to try to conceive so I stopped getting the shot. The month after I was due for my shot I got my period again. Two weeks later and I'm still bleeding. I had very normal periods before the shot, always 4-7 days, on time every month. I'm nervous about my fertility and the constant two weeks of bleeding. I just hope it ends soon. I'm giving the shot an 8/10 because I had no side effects or periods on the shot and I didn't get pregnant. So I guess the birth control did it's job.""",happy
"""I got the shot in June, it was great in the beginning! I didn't have a period the first month, the 2nd month came around and I got my period! & now its been a month and I am still bleeding!! I will never again get this shot! I have severe cramps. long lasting headaches. For any woman looking to get on birth control, I DO NOT recommend the Depo!!!!!""",not happy
"""I got the shot on July 2nd. The day I got the shot I had experienced sharp cramps in my stomach! Not even a week later I started bleeding, not like my normal light bleeding. This lasted for over a month! I stopped the heavy bleeding on August 15th!!! And now, I am still bleeding, just not as bad. This is like a brown slime. Its nasty as heck! This is the first and last time I will ever get that shot! Its ruining my attitude, I am never hungry, and I am dropping weight like no other! Not to mention my sex life!! I am going in on September 4th to talk to my doctor about trying something else and to see how we can stop the bleeding once and for all!!""",not happy
"""Had I seen this blog years ago I would have given the depo shot a 10+ rating. I loved it! I tried a few other BC methods prior to getting depo years ago and didn't care for any of them. Finally when I first found depo I loved it. No periods, no side effects. Everything was great. I too a break from depo for about 3 months and then when I got my first injection again (about 1 and a half months ago) everything went down hill. I got it while I was on my period and then 3 days later I stopped bleeding then about 2 weeks after I started spotting which lasted a week, now it's been almost 3 and a half weeks and I'm still bleeding I'm constantly tired because of the lack of iron from bleeding for so long. I won't be getting the second injection!""",not happy
"""I loved the depo shot. I was on it for just under two years, and had no problems. I used this as my only form of protection since I am in a committed relationship. My only slight issue is that I gained alot of weight (about 70 pounds). My doctor believes this is due to the stress of a new job, a promotion, And some life changes, not the depo. I quit the shot in order to confirm, it's been almost three months and I'm still gaining weight, so maybe the doctor was right. I had no other side affects, And no period, from the day I started. I haven't gotten my period back in the last three months. I plan to go back on the shot very soon. It's the most convenient by far, And despite the horror stories, I've never had a problem.""",happy
"""I had regular periods until suddenly in June 2015 my period started and didn't end. In July I went to my ""trusted"" family doctor and he assured me that the depo would stop the bleeding. When the nurse was about to administer the shot she warned me and said you should get a second opinion. I was so desperate and I trusted my family doctor so I decided the get the shot anyway. Not only has the bleeding not stopped, its worsened. It is so bad that when I step out of the shower I have to use it tissue so it doesn't drip on the floor. I have been bleeding for 3 months. I finally went to my gyno and he said I should never have gotten it in the first place and there is nothing he can do. I need to let it bleed out. Never again. """,not happy
"""Its a great contraceptive, I cant possibly get pregnant Why? Because I've had my period for 6 weeks!This is seriously the worst thing I've ever had.""",not happy
"""Depo was not for me, but that does not mean it won't work for you! It definitely did its job preventing pregnancy. I was told the shot lasted 3 months. After my three months, I didn't go back to get another shot because my husband and I wanted to have a baby. It didn't happen for over a year AFTER those three months passed. We had another child, so it wasn't because I'm not fertile. I was also suicidal after getting depo. Not your average depressed, but actually suicidal and so crazy depressed that I wanted to die and had no clue why. I lost a lot of hair when I would brush it. I didn't gain weight. My worst side effect was the depression. It was unbearable to the point that I almost took my own life.. But it surely can prevent pregnancy.""",not happy
"""I've been on this medicine for 2 years now and have not had any negative side effects. For those of you reading this you shouldn't let somebody else's review determine what her or not you take this medicine, that should be decided after a long talk between you and your doctor. Every body's body is different so these reviews can not give a completely accurate description of what's going to happen to your body. I'm my experience I had irregular bleeding for about 4 months but that is the time it took my body to adjust to the medication. If you have irregular or constant bleeding for more than six months, which is two cycles of the medication then you may want to talk to your doctor because the medication might not be the right one for you.""",happy
"""I have had no negative side effects wit this birth control. I have tried about ten different kinds of birth control pills before trying Depo and all of the pills made me an emotional mess. I have no complaints about Depo, I didn't gain weight, no periods, no crazy emotions.""",happy
"""I didn't get pregnant, which is the only reason I'm rating this a 2. I have been bleeding for 56 days straight as of today. Since I got the shot, I have experienced severe fatigue, 1-3 hour long headaches, appetite issues, inability to get out of bed, and horrible cystic acne.""",not happy
"""I have been on the shot for almost two months and I absolutely hate it. When I got the shot I was actually due for my period and never got it. I ended up getting my period about 2 weeks ago and have not stopped bleeding. I can not have sex, I can't wear white pants because it's so heavy, I can't go to the bathroom ( number 1 or number 2) because it hurts so bad, I have had horrible cramps, I don't sleep, I'm exhausted all the time, and I am constantly feeling grumpy. At this point I almost feel like nothing is going to help my endometeriosis, I'm 22 years old and due to be married in a month and I can't even have sex because it hurts so bad.... I would not recamend this shot, it's a waste of time and causes false hope.""",not happy
"""I have liked depo, but today I started bleeding for the first time in a while, I was told I probably would bleed after my second shot (1/2 through my 3rd). I came here to see if this was common. I have gained 18 lbs while on depo (I was underweight so this is good, but 18 lbs???). They said my appetite would increase but my metabolism seems to have gone down as well. This shot makes you gain weight besides the additional eating, trust me. I retain weight much easier which is a con if I were to take this after being pregnant!!! I had terrible acne as well for about a month after I initially took this as well. Overall I like it but wouldn't recommend it to a woman that just had a baby. Vasagel will be out soon and we'll go that route""",happy
"""Ive been on the shot for about a year now and i absolutely hate it!!!! Ive gained so much weight and were talking like 40 lbs. Its like i cant stop eating. My cravings are absolutely horrible. Im always hungry. I work out here and there but i cant seem to lose the weight. Im 17 years old. This birth control method is not something i would suggest to anyone except for the fact that it is very effective against pregnancy""",happy
"""So I've been going back and forth between Sprintec and Depo for the last year. I was on Sprintec from the age of 16 because of horrible cramping. I loved the pill but could never remember to take it so I was on my period all of the time. I tried depo, I don't really remember the first time taking it except for having some vaginal dryness and I lost my boobs (at 20 years old not the most exciting combination). So I got back on the pill, same issues of forgetting to take it and went back to depo for some reason I can't explain to myself. It was a horrible decision. My mood swings are ridiculous, my anger is out of control, I'm constantly bloated, I've become very constipated, spotting comes out of no where, and I'm constantly exhausted.""",not happy
"""I've been on the depo two times now. The first time started in 2012 and I took it for 2 years. I had no problems at all with it. Then in February 2015 I decided to get back on it and the first shot went good until towards the end of it and I started spotting. Didn't think to much of it since I had been off it for a few months I thought it was just normal. Got my second shot in may. It has been a terrible experience. I've bled literally the whole 3 months. Me and my boyfriend can't have sex because that just makes it worse. My sex drive has plummeted. I'm due for another shot sometime this month. Not gonna get it. I actually have a dr. Appt tomorrow regarding the bleeding. I Don't recommend! No one should have to go thru this!""",not happy
"""I have used many types of birth controls from the patch, the pill, the ring, and now the shot. I would always forget to take my pill so I decided to make the switch to depo. Although I love that I never have to think about taking my birth control, the depo shot makes me spot, a lot. To me it's not worth it. I always spotting and have ruined countless underwear. I knew there would be some spotting but the spotting has not stopped. I would rather take the pill and have a regular period than have to spot every day.""",happy
"""This was awful! I got my first shot at UVA two days after my first baby was born. They pushed it in me and didn't mention any side effects. Stopped bleeding (from giving birth) three weeks later. After about a week it started again and hasn't stopped. I got a second shot because they told me that can happen from my body getting used to the hormones. But I never went back for my third. Over six months later, I'm still bleeding, almost a month after I should've gone in for a third shot. I don't know what to do. It's exhausting. I'm constantly tired, moody and depressed and I want to eat everything in sight! I wouldn't recommend this method of birth control for anyone!""",not happy
"""I took depo in January while I was on my period. After my period stopped like a few days laterIi started spotting and it never stopped. I told the doctor but they insisted that it was a good method so I took it again and scheduled the next shot. The spotting never stopped, I had a terrible appetite, my moods were changing like. I never went back to get the third shot. I regret ever taking depo. I feel like I'm never going to have my regular menstrual cycle or have the sex I had before or stop using pantie liners. This is very frustrating.""",not happy
"""I found this site and comments of great interest. My daughter had a shot earlier this year and complained of continuous bleeding (not spotting) feeling bloated, nausea, headaches, cramps and very depressed and emotional. She went other doctor who has put her on antidepressants and pills to supposedly stop the bleeding a week on still bleeding. My daughter is 24 and has changed from a lovely bubbly happy person into an ill zombie who sits on the sofa all day fatigued and in pain. I certainly intend to seek legal advice.""",not happy
"""I have had 2 injections and am discontinuing the drug after 6 months. In my opinion it is just not worth it. I experienced extreme nausea for 2 or 3 days within the first 3 months of getting the injection. My periods came early and lasted 2 week. I had many anxiety episodes and mood swings. Nearing the time of my second injection I experienced extremely heavy bleeding for 5 days, (I'm talking new super tampons every 2 hours with a regular pad for inevitable leaks) and even fainted during this time. 6 months later and most of my symptoms have gone, but I've had my period since my second injection over 3 months ago. At least it has been effective in preventing pregnancy; the combination of these symptoms leave me with no desire for sex!""",not happy
"""Worst thing ever. Effective yes, but destroy ladies body, especially when you stop using it. I would never recommend it. I wish I had never taken it. I took 3 shots, yet it was enough to mess up my whole cycle. Uncontrolled bleeding. Unaware when to expect blood or not. Z 100 percent bad!""",not happy
"""If I could give this shot 0 rating I would. Lets start with I've always had a normal period before this unexplained side effect of a shot. This shot was administer to me in April and I didn't stop bleeding until July 31st. After doing my own research and taking matters into my own hands it has finally stopped. I went to the doctor countless of times trying to figure out how to stop the bleeding. I took (BLACKSTRAP MOLASSES) if I could type that in bold letters and in a bigger font I would. When I tell you on the first day of taking it the bleeding was much lighter and on the 5th day it was gone. All I took was one tablespoon daily.""",not happy
"""I've been on Depo twice. First time I was on it for about 3 years and now I'm on it again, and it's been 3 months. The first time I was on it absolutely loved it! No horrible side effects. This second round though, I have gained some weight which is no biggie because I do like my bigger butt lol. I think Depo is awesome, and it's really convenient and easy.""",happy
"""I've been taking depo-provera since May 21, 2012. I haven't had a period since but very light spotting from time to time. This my 3rd year on birth control and after my last shot on July 21 I've been bleeding uncontrollably. I don't know what's wrong but its literally making me feel sick. Light headed due to low iron. I don't know if I should stay on it or not.""",not happy
"""Well I've been taking depo for over a year now since I had my first child . I took my last shot in April 2015 and I've decided not to take another shot because of all the bleeding I've been doing . I was supposed to take another shot on July 17th but didn't and that didn't seem to help because I'm still bleeding like crazy . I have been bleeding for almost 1 month . It's crazy .""",not happy
"""After the birth of our son, my husband and I decided that the shot would be our best option. Didn't have to take a pill every day and no periods. So on July 18 2014 I had my first shot. I began soaking through 12 to 28 tampons daily. I was hospitalized for that, and once again for a fainting episode due to anemia. I never went back for my second shot. It is now just over a year later. I am still bleeding. My husband and I haven't had sex for a year because of the intensity of the pain and bleeding. I have tried everything from soy isoflavones, to ibuprofen and iron, to estrogen therapy, to other forms of birth control. They say I have to let it wear off, but it's so bad that I have trouble caring for my child because of fatigue.""",not happy
"""I have bled for 7 months straight since I took a shot of depo provera. I started bleeding 2 weeks after for 7 months. I have finished over 100 tablets of tanxeric acid to help stop the bleeding at different times. The bleeding reduces when am on the tablet and continues after 5 days. I regret ever taking depo provera. Am still praying for the bleeding to stop. I know am at the last stages before the side effect completely leaves my body. 1 more month to make it 8 months if it continues I will look for any available option to completely stop it. My Doctor didn't tell me the side effects before I took the shot. I've been on iron every day for 7 months. I also take multivitamin and vitamin C. This is a horrible experience for me.NEVER AGAIN!""",not happy
"""I went on the depo in May '15 and just about due for my next dose. I like to have a positive outlook on life but my experience with depo has been dreadful! The evening I got it I started getting severe bug like stomach cramps, shivering and felt really unwell, this lasted for just over 2 weeks. Then about a week later I started bleeding and have yet to stop, on top of that, I've been losing weight, nausea, very sore breasts, bad cramping, low mood, fatigue, loss of appetite, strong sense of smell and taste (even gone off foods I used to love - almost feel pregnant in a way!) lots of migraines and over all feel very unwell. Doctor said I've just got to wait it out. Worst decision ever - never again!""",not happy
"""I had a great experience on this medicine. I recently stopped because I got sick of the spotting. What makes me mad is as soon as I stopped, my body had finally got used to it. I was a pretty fit person too. I am 5'6 and I weight about 145 when starting, and then dropped down to 130. It's very, very rare to lose weight so don't think it will happen to you but I went to the gym in my spare time ( I mainly ran a lot) and I lost the weight. It was great and I never had to worry about being pregnant. I plan to go back on this bc again. Plus, it was free. I have tried plenty of bc and can't stand the pills, tried the nuvaring because that was free with my insurance too. Nope hated it. Everyone is different but overall this was the best BC I was on.""",happy
"""Hello everyone I was 13 years old when I started the depo. I finally got off the depo at 28 then turned around and got the 10 year IUD at the age 29. Now I'm 30 years old turning 31 in July. I never been pregnant never had no abortion. Now I want a child and can't even get pregnant. I just don't know what to do. If you know any fertility pills let me know please.""",happy
"""I'm going on a year and a half on depo. I got on depo because I need a birth control to keep cysts from form on my ovaries and the pill makes me crazy. I've done nothing but lose weight on depo. I'm a small person to being with but I can't gain weight to save my life. I've tried everything. Also my periods were always short and I had clots but the periods weren't heavy. I have one cycle every round of my shot (around the end of the second month) but throughout my whole shot I would get cramps from hell. They would have me in the floor crying almost passing out then I would start bleeding for a day or two. That is on top of already having a period. My boobs are sore almost 24/7 and when I say this shot made me bipolar. I'm done with depo!!""",not happy
"""The depo shot works very well in terms of pregnancy prevention but the side affects are awful. I first got the shot in November of 2014 and about two weeks after, I started bleeding and have yet to stop eight months later with the exception of a random two weeks. I also get severe cramps and mood swings and not to mention I've spent way too much money on tampons. My doctor said to give it a few months to let my body adjust but it's been a long time and I'm highly considering changing to a different form of birth control.""",happy
"""I've been taking Depo for about 15 years and it's never given me any negative symptoms. I went on it very young because I had painful abnormal periods. I haven't had any menstral cycles the whole time, which means no pain. I've never struggled with weight gain. My bones are healthy and strong, in fact I've never had a broken bone in my entire life. It's highly effective as a birth control and I am very happy with it.""",happy
"""I find the depo really good, as im still on it. I've been on it since November 2014 and havnt had my period since, no weight gain besides maybe 2 pounds (not bad at all seeing im only 100 lbs) and havnt had any other side effects. I find its very effective and happy i dont have to worry about ruining more underwear!""",happy
"""I first had this shot in 1997, I had two but felt sick all the time, my periods did stop though. Came off it and went back on the pill, didn't have a period for a year and a half. In 2000 I decided to give it another go, soon settled down and didn't have any periods at all, stayed on it for 14 years. It was fabulous, no periods or spotting. But, I was suffering from depression which is a side effect of depo I decided to come off it. Started my first period after about 10 days and it lasted about a month and it stank. Had about a weeks break and then bleeding again, thick dark brown clots. In the end I gave up and went back on it, after 3 injections still having random spotting, lasting random amounts of time. Just hope it settles down again""",happy
"""I started receiving the deposit injection 6 weeks after giving birth in 2011. I had one normal period within that first month and haven't had another since. I didn't notice any side affects during the time I received this medication. I have recently decided to start trying to conceive and skipped my last dose due 3/6/15. Today is 7/13/15.Just within the last week I have had small amounts of bloody discharge. I'm nervous about how long it is going to take my body to get back on track. I can hardly wait to have another baby! During the time I received the deposit injection it did exactly as promised. I will be getting it again after my next pregnancy.""",happy
"""I've only had 3 shots from Dec 2014 to my last one may 2015. After the first shot my periods stop completely no pain nothing also took care of my cyst problems. Use to get horribly large cyst that didn't erupt properly or in a timely manner. So that has been really nice not having to go through that pain for weeks. Second shot still going strong no problems, just a little boob soreness at times. Thrid shot here we go - weight gain, lots of hair loss, cramps with bad shooting pain, boob soreness/pain when bending over, brown spotting to heavy brown which I have never in my life have had (I'm 30) for weeks now. Headaches, mood swings-very emotional at times.Going to doctor 7/22/15 I might just get off the shot. #Listen to ur body.""",happy
"""My normal period last four days. I just started the depo shot, and my period stopped for about a month. Two weeks ago I started bleeding, I've been bleeding for 15 days straight! I go in a few weeks to get my next shot. If the bleeding doesn't stop soon, I'm gonna have to go back to the doctor to figure something out. My cousin started the depo before me, her period stopped for a while and then all of a sudden she started bleeding for 12 days straight.""",not happy
"""I love the depo shot.. I've been on it for over two years now. I have had no period or spotting until about two years on it. I only spot about 4 weeks before my next shot and have had a little bleeding lately. Other than that I really love it. And no weight gain.""",happy
"""I got this shot bc of a pregnancy scare and it's only been a week but I've had non stop brown spotting. I read about the pill and it said no extreme things. But now I'm reading reviews and I'm totally freaked out and now I can't get out of it. The whole point was so I could have sex with no worries but now I don't have sex bc it would be nasty. So don't do what I did, pay attention to negative reviews!!!!""",not happy
"""This shot has temporarily ruined my life. I am close to my 3 month mark of this shot, which means another dose. I am strongly considering not getting another. I am currently typing this at 4am because I woke up after bleeding through my pad. Not fun. I've been bleeding/spotting for over half of the 3 months. I am always bloated, tired, and emotional. Sex drive gone, not to mention the constant inserting and deserting of tampons dozens of times a day. The only thing i ever see is blood. I'm constantly tired, i dont have the drive to do anything. This shot has consumed my life.""",not happy
"""The amount of characters I can type is limited but my story is long, so I'll shorten it for you. I've almost had the injection for a full year. I have also almost had my period for a full year, August will be the anniversary, and also when I give up on this birth control. Not spotting, a full on period. Upon receiving my last shot, the technician severed a nerve, I've never had a good experience with the administration of this injection. If I do not strictly work out based on how much I eat every single day, I begin to gain immediately. I also have extreme, very extreme body odor, vaginal, oral, the worst is under my arms. It also completely ruined my libido. From start to finish, the experience has been nothing but awful.""",not happy
"""I started this shot in order to stop my already heavy flow, and it did the complete opposite! Every time that I take the shot, I am period free for a week, and then after that, 3 months of constant bleeding. It was the worst idea ever. Thank goodness that I did not go with the arm implant, I bet that I would have been bleeding for 3 years straight, no breaks!""",not happy
"""I was on the depo for about a year, everything was perfect. Then I had stopped taking birth control, went back on the patch, then I had to go back on the shot. Now, I'm due for my third shot and I've been bleeding for two weeks. Every time I think it's done, I become active with my partner and it all starts coming out again! He and I have been together for a year and a half, so the only good thing about it right now is that I'm not pregnant.""",not happy
"""I do not recommend this at all, at first it was great because you don't get your period for months and you don't have to worry a lot about condoms but then I realized that cant be good for your body, and when you did get your period after months it lasted a whole month also my bones started to feel weird this shot might be good for a short term thing but not a long term option it will destroy your body im sticking to condoms definitely ..you cant mess with the way your body functions""",not happy
"""I've been on the shot since I believe December. It sucks! The first two shots were great until the end of the second shot and coming up for my third shot. I started bleeding near the end of March and I think I received my third shot shortly after in April. I am still bleeding! The heaviness of it varies week to week. But it sucks. I've heard it takes a while for the shot to wear off and your cycle to go back to normal after getting off the shot - i don't know how accurate that information is. But personally, I would like to say that if you don't need to take any form of birth control other than medical reasons DON'T! This was a horrible decision on my part. I'm done with Depo.""",not happy
"""Took the shot 6-2014 and was bleeding 2 weeks straight every other week. Then August 2014 i started bleeding again and i have yet to stop. It is now a year today when i first took my shot. I now have another dr and she says after i do a pelvic ultrasound and blood work, she will put me on the pill if everything looks normal. The pill will regulate my cycle after about a month taking it. I really hope it works.""",not happy
"""I would recommend this to everyone, My experience on the shot has been great. This is about my 9th month now and I never had to deal with any crazy side effects like weight gain, acne, etc. However, In the first 3 months I did have mood swings but they were never worse than any normal mood swings (for example period mood swings.) and I never got my period, bleeding, or any sporting till 6 months after I started the shot! And even then.. My period was very light and quick. Be sure to drink a lot of milk or eat dairy to replace the calcium that gets stripped from your body by taking the shot. If you don't replace your calcium, your bones can become weak or you can experience more side effects. Just take care of yourself :)""",happy
"""Do not get the shot. I got the shot a while ago at first everything was alright but then I got my period which I've had forever now it will not go away. I get the worst headaches that I've ever had before and they last all day and I get them everyday. I feel sick. And I also have started to feel super moody and sad out of no where. My body gets achey and I am starting to gain weight definitely will not be getting the shot again it's not worth it.""",not happy
"""This depo shot has been the best for me I have been on it a long time and I have had no side effects from it I feel full all the time and no pregnancy scares it's really good""",happy
"""Warning Unless do you want your life turned completely upside down do not take this form of birth control. I have been bleeding for 8 months now. Constant bleeding no breaks in between whatsoever. Do not believe when the doctor tells you after your second or third shot it'll stop. It won't. I've had more than numerous tests done everything's normal. I've been to a specialist twice. Everyone saids your body has to go back to normal on its own which could take up to a year or two. At this point I'm begging them to give me a hysterectomy. I'm only 32 they won't. I've passed out twice already due to low iron because of blood loss. Had a blood transfusion once because the blood loss. Please explore your other options first.""",not happy
"""Everyone's body is different so I was unsure of how mine would react, but I've had a pretty good experience with depo. I started the beginning of my junior year in high school because my periods were so bad that I would miss school because of cramping. Just taking regular Tylenol or ibuprofen wouldn't lessen the pain. So we decided to go and see if could try something that would help. And the Depo has been amazing for me. I don't have periods although for the first month and a half I did spot on and off. I do sometimes get small cramps but they are nothing like they were and they're only around the time I should be on. My moods are pretty good, I'm not depressed although I do get angrier a little easier. Best of all I've lost 10lbs.""",happy
"""I've been on the shot for about seven months now, and haven't experienced any of negative side effects that I'd heard horror stories about (no weight gain, no unusual acne, no unusual hair growth, no significant appetite changes, etc). I did have pretty irregular spotting and bleeding for the first three months, but now I can't remember the last time I saw any blood, which suits me just fine! Overall the drug has treated me pretty well - I like not having to deal with my period each month - the only downside for me is having to schedule regular Dr.'s appointments to get the injection.""",happy
"""This was the worst birth control method I've been on. I had a period that lasted 2 weeks. Thankfully my doctor prescribed me back to the pill and now the bleeding has stopped. I also experienced serious mood changes. I was constantly tired and upset. I would wake up in the middle of the night drenched In sweat with a very fast heart beat.""",not happy
"""I had my daughter in February this year. I received the shot the day I was released from the hospital. The shot didn't hurt and didn't quell the after pregnancy bleeding. I believe that was inevitable. This shot hasn't made me gain weight at all. I'm 119 lbs when I was 173 lbs when I was at my last check up before I had my child. The real problem with this is that I am a fricken mess. I cry at the drop of a hat. I have ZERO appetite and have to force myself to eat. BUT I have longer thicker hair and my body hair didn't change. I'm blonde and it'd be easy to tell. The serious down side is that I've been on the shot for 4 months and HAVE NOT STOPPED BLEEDING! Good lord! It's been 4 months of ruined panties and tampons.""",not happy
"""I got this shot so I wont have to deal with my period this summer I got it on May 8 2015 today is June 18 2015 and I'm still bleeding. Do not get this shot!""",not happy
"""This was a huge mistake for me. Do not take it. I wish i read the reviews before i got it. I only got one shot which last for 3 months, and only in three months igained 10 pounds! My life style didn't change I was working out pretty much every day and eating helthy still I got bigger than before. Everything got worse when I discontinued the shot, i got super sad and crying for no reason, my energy is 0 right now, i just wanna be in bed all day, i am sleepy during tye day. The acne seems to increase a lot, even in unusual areas like my scalp. My period is super mess up, i bleed for two months, i don't wanna have sex. I knew about the side effects before but I didn't know that it gets worse even stopping the shot, this too much to handle""",not happy
"""My experience on this shot was.. Awful, to say the least. I gained 40 lbs and became extremely depressed, and started having anxiety. I only got the shot 3 times and gained that much weight.. I am now struggling with body image due to this shot. It had a huge effect on my joints as well. I am now weak, always sick, have stomach issues, and am always tired. I never had any of these symptoms before starting it. Not to mention, it didn't help my period at all. I was having if for 3 weeks straight, and a day between then I'd start again. I was perfectly healthy and it has ruined my life. Never take this medicine.""",not happy
"""So, I've been on depo for two years now. And I'll say, it has been the worst! I've gained 12 lbs. I have constant headaches and backaches. I'm very moody. I spot one month after getting the shot up until I get the next shot, then it repeats. I have bad cramps, and lots of hot flashes. I'm getting off the shot next month because this just isn't the BC for me.""",not happy
